Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
SBSTC-BURDWAN - KOLKATA - 05:45 (BWN DEPOT) - 2,Non AC Seater (2+3),05:45,07:45,02h 00m,95,51 Seats available,"4.5
75",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 05:50 (BWN DEPOT) - 44,Non AC Seater (2+3),05:50,08:20,02h 30m,100,23 Seats available,"4.3
145",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KOLKATA - 06:15 (BWN DEPOT) - 4,Non AC Seater (2+3),06:15,08:15,02h 00m,95,33 Seats available,"4.1
111",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 06:25 (BWN DEPOT) - 45,Non AC Seater (2+3),06:25,08:55,02h 30m,100,8 Seats available,"4.3
116",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 07:10 (BWN DEPOT) - 692,Non AC Seater (2+3),07:10,09:40,02h 30m,100,11 Seats available,"4.0
128",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KOLKATA - 07:25 (BWN DEPOT) - 9,Non AC Seater (2+3),07:25,09:25,02h 00m,95,32 Seats available,"4.3
99",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 07:30 (BWN DEPOT) - 454,Non AC Seater (2+3),07:30,10:00,02h 30m,100,16 Seats available,"3.9
104",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KOLKATA - A/C - 08:00 (BWN DEPOT) - 12,AC Seater (2+2),08:00,10:00,02h 00m,180,37 Seats available,"3.3
21",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 08:00 (BWN DEPOT) - 48,Non AC Seater (2+3),08:00,10:30,02h 30m,100,34 Seats available,"4.2
135",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KOLKATA - 08:15 (BWN DEPOT) - 13,Non AC Seater (2+3),08:15,10:15,02h 00m,95,51 Seats available,"4.2
104",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - A/C - 08:15 (BWN DEPOT) - 673,AC Seater (2+2),08:15,10:45,02h 30m,200,5 Seats available,"4.3
102",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 08:30 (BWN DEPOT) - 49,Non AC Seater (2+3),08:30,11:00,02h 30m,100,48 Seats available,"4.3
120",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KOLKATA - 08:35 (KALNA DEPOT) - 461,Non AC Seater (2+3),08:35,10:35,02h 00m,95,52 Seats available,"3.8
40",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 09:00 (BWN DEPOT) - 50,Non AC Seater (2+3),09:00,11:30,02h 30m,100,47 Seats available,"3.9
131",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 09:30 (KALNA DEPOT) - 51,Non AC Seater (2+3),09:30,12:00,02h 30m,100,47 Seats available,"4.2
119",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),03:00,06:00,03h 00m,380,38 Seats available,3.7,Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),07:15,09:20,02h 05m,429,49 Seats available,"4.2
7",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
Greenline,Volvo A/C Seater (2+2),07:35,09:45,02h 10m,429,30 Seats available,"3.9
19",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),07:40,10:00,02h 20m,429,44 Seats available,"3.4
44",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
Express Line,Volvo 9600 A/C Seater (2+2),08:05,10:00,01h 55m,429,45 Seats available,"4.4
38",Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata
SBSTC-GARIA - RAMPURHAT - VIA - FUTISANKO - 05:20 - 2817,Non AC Seater (2+3),05:20,00:00,18h 40m,110,52 Seats available,3.7,Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - ASANSOL - L/S - 06:00 (HOWRAH DEPOT) - 264,Non AC Seater (2+3),06:00,08:00,02h 00m,95,52 Seats available,"2.9
16",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 06:30 (BWN DEPOT) - 104,Non AC Seater (2+3),06:30,08:30,02h 00m,100,43 Seats available,"4.1
166",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 07:15 (BWN DEPOT) - 105,Non AC Seater (2+3),07:15,09:15,02h 00m,100,40 Seats available,"4.3
155",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - LABPUR - VIA KIRNAHAR - 07:25 (HWH DEPOT - 1118,Non AC Seater (2+3),07:25,09:25,02h 00m,95,52 Seats available,"3.0
15",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
