Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),10:10,15:00,04h 50m,450,31 Seats available,"3.1
17",Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Pranjit Travels (Under ASTC),A/C Seater (2+1),11:15,15:30,04h 15m,450,16 Seats available,3.8,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:30,16:15,04h 45m,324.47,12 Seats available,"3.9
98",Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:00,17:00,04h 00m,389.13,6 Seats available,"4.7
505",Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,18:30,04h 00m,432.06,20 Seats available,"4.1
84",Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,15:30,19:15,03h 45m,389.13,23 Seats available,"4.6
483",Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Assam State Transport Corporation (ASTC) - 172754,Bharat Benz A/C Seater (2+2),06:10,10:30,04h 20m,298,20 Seats available,"4.2
15",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 155999,Bharat Benz A/C Seater (2+2),07:15,10:50,03h 35m,298,11 Seats available,"4.4
71",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,15:00,04h 30m,298,20 Seats available,"3.8
324",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 139720,Volvo AC Seater 2+2,13:45,18:00,04h 15m,298,30 Seats available,"3.6
12",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 174839,Bharat Benz A/C Seater (2+2),15:15,19:15,04h 00m,298,32 Seats available,"3.9
11",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Karisma (Aziba),NON A/C Seater (2+1),05:45,10:40,04h 55m,350,23 Seats available,"3.8
9",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,06:15,10:30,04h 15m,389.13,22 Seats available,"4.4
401",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
PANKAJ TRAVELS,A/C Seater (2+1),06:40,11:00,04h 20m,428,25 Seats available,3.6,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Chartered Bus - ASTC,A/C Seater Push Back (2+2),07:00,11:00,04h 00m,324.47,27 Seats available,"4.6
113",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Yatra Travels,NON A/C Seater (2+1),07:00,12:00,05h 00m,450,18 Seats available,3.6,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:30,11:30,04h 00m,389.13,27 Seats available,"4.7
377",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,08:30,12:30,04h 00m,432.06,30 Seats available,"4.6
91",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
NEELKANTH TRAVELS,A/C Seater Push Back (2+2),09:05,14:30,05h 25m,300,40 Seats available,"4.5
24",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,15:00,05h 00m,350,35 Seats available,"4.1
293",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Orient Transline,A/C Seater (2+1),11:30,15:30,04h 00m,380.95,22 Seats available,"3.7
316",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),03:30,06:30,03h 00m,250,8 Seats available,3.2,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Purple Wings Coaches,A/C Seater / Sleeper (2+1),04:00,06:45,02h 45m,440,15 Seats available,"4.5
5",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
NEELKANTH TRAVELS,A/C Seater Push Back (2+2),06:25,08:30,02h 05m,250,37 Seats available,"5.0
4",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Orient Transline,A/C Seater (2+1),07:20,09:00,01h 40m,333.33,14 Seats available,"4.6
16",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Orient Transline,A/C Seater (2+1),08:50,11:00,02h 10m,333.33,25 Seats available,"3.2
31",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),09:10,11:30,02h 20m,302,25 Seats available,"4.8
27",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Mahalaxmi Travels,Tata A/C Seater (2+2),11:10,13:45,02h 35m,250,30 Seats available,"3.7
5",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Pranjit Travels (Under ASTC),Non AC Seater (2+1),11:55,15:00,03h 05m,400,31 Seats available,3.2,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
NETWORK TRAVELS,NON A/C Seater (2+2),12:00,14:30,02h 30m,350,38 Seats available,3.7,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Pranjit Travels (Under ASTC),A/C Seater (2+1),13:15,15:30,02h 15m,400,16 Seats available,3.2,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Assam State Transport Corporation (ASTC) - 147552,Bharat Benz A/C Seater (2+2),07:30,10:45,03h 15m,235.62,31 Seats available,"4.1
80",North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Assam State Transport Corporation (ASTC) - 174759,NON A/C Seater Push Back (2+1),10:00,13:15,03h 15m,200,23 Seats available,4.1,North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
PANKAJ TRAVELS,NON A/C Hi-Tech Push Back (2+2),07:25,11:15,03h 50m,240,39 Seats available,3.6,North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),06:00,10:20,04h 20m,240,40 Seats available,New,North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),07:55,12:30,04h 35m,240,40 Seats available,New,North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Maa Jagadamba,NON A/C Seater (2+3),09:20,14:00,04h 40m,240,39 Seats available,2.2,North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Maa Jagadamba,A/C Seater Push Back (2+2),09:40,14:25,04h 45m,260,41 Seats available,"2.2
9",North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
BARBIE TRAVELS,A/C Seater Push Back (2+2),10:20,13:40,03h 20m,280,38 Seats available,New,North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,400,38 Seats available,"3.4
5",North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Assam State Transport Corporation (ASTC) - 139496,NON A/C Seater Push Back (2+1),08:25,13:30,05h 05m,245,26 Seats available,"3.3
50",Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Assam State Transport Corporation (ASTC) - 166134,Bharat Benz A/C Seater (2+2),09:00,15:30,06h 30m,281,29 Seats available,"4.1
34",Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,00:30,05h 30m,300,35 Seats available,"4.6
25",Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Chartered Bus - ASTC,A/C Seater Push Back (2+2),06:45,11:00,04h 15m,626.24,22 Seats available,"4.5
46",Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
MADHURIKA TRAVELS,A/C Seater (2+1),07:15,12:30,05h 15m,601,18 Seats available,"3.1
18",Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,00:15,05h 45m,551,43 Seats available,"3.7
5",Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),17:00,23:00,06h 00m,350,42 Seats available,4.3,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Aroti Travels (Under ASTC),Non AC Seater (2+2),05:45,10:00,04h 15m,350,29 Seats available,"4.1
13",Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Maa Laxmi,NON A/C Seater Push Back (2+1),16:00,21:30,05h 30m,400,36 Seats available,"2.1
5",Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Aniruddha Travels,AC Seater (2+2),06:00,11:10,05h 10m,450,32 Seats available,3.6,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Christina Travels,NON A/C Seater (2+2),07:00,11:15,04h 15m,650,28 Seats available,2.8,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
