Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
PEPSU (Punjab) - 67134,Volvo AC Seater (2+2),06:40,13:15,06h 35m,845,36 Seats available,"4.0
56",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67161,Volvo AC Seater (2+2),10:15,17:15,07h 00m,845,28 Seats available,"4.0
19",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67162,Volvo AC Seater (2+2),15:00,22:30,07h 30m,845,38 Seats available,"2.0
9",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),16:10,23:10,07h 00m,845,38 Seats available,"4.2
16",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),17:35,01:35,08h 00m,845,39 Seats available,4.1,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,03:25,07h 35m,845,37 Seats available,"3.2
11",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,03:50,07h 00m,845,39 Seats available,"4.7
28",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,03:49,05h 59m,845,37 Seats available,4.1,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05:00,06h 33m,400,31 Seats available,"4.5
424",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
Laxmi holidays,VE A/C Sleeper (2+1),23:55,06:45,06h 50m,630,35 Seats available,"4.4
369",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,06:05,06h 10m,369,40 Seats available,"4.6
100",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
AdArmaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50,06:00,07h 10m,594,48 Seats available,"3.2
29",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,06:20,07h 35m,696,28 Seats available,"4.8
81",Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),01:10,07:58,06h 48m,845,37 Seats available,"3.8
13",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67079,Volvo AC Seater (2+2),04:40,11:20,06h 40m,845,41 Seats available,"3.5
17",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67130,Volvo AC Seater (2+2),09:05,14:50,05h 45m,845,38 Seats available,"3.0
11",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67122,Volvo AC Seater (2+2),11:10,17:30,06h 20m,845,39 Seats available,"3.1
39",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67123,Volvo AC Seater (2+2),13:45,19:55,06h 10m,845,39 Seats available,"3.7
35",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67154,Volvo AC Seater (2+2),16:50,22:50,06h 00m,845,39 Seats available,"3.9
9",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),17:40,23:40,06h 00m,845,38 Seats available,"2.6
9",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,04:50,07h 00m,845,38 Seats available,"4.0
4",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,05:24,05h 54m,440,31 Seats available,"4.6
340",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,05:00,06h 40m,500,41 Seats available,"4.6
309",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,05:15,07h 30m,443,42 Seats available,"4.6
114",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
AdCity Land Travels,A/C Seater/Sleeper (2+1),23:15,05:50,06h 35m,504,32 Seats available,3.6,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,02:55,06h 25m,583,30 Seats available,"4.8
78",Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:20,04:45,07h 25m,490,48 Seats available,"4.5
276",Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:20,06:30,07h 10m,375,39 Seats available,"4.6
110",Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi
Yolo Bus,VE A/C Seater / Sleeper (2+1),21:37,05:00,07h 23m,420,31 Seats available,"4.9
59",Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi
Laxmi holidays,VE A/C Sleeper (2+1),23:10,06:45,07h 35m,630,35 Seats available,"4.4
96",Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:40,06:20,07h 40m,540,41 Seats available,"4.3
93",Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi
