Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
UPSRTC - STD0080,Ordinary Non AC Seater 2+3,00:35,08:00,07h 25m,450,52 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - STD0072,Janrath AC Seater 2+2,00:40,05:45,05h 05m,598,2 Seats available,"1.0
4",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - LKM0401,Shatabdi AC Seater 2+2,00:45,06:14,05h 29m,604,6 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - BLY0154,Ordinary Non AC Seater 2+3,06:00,11:30,05h 30m,448,52 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - KSB0084,Shatabdi AC Seater 2+2,06:01,11:31,05h 30m,598,27 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - BLY0156,Ordinary Non AC Seater 2+3,07:00,12:30,05h 30m,448,41 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - BLY0150,Janrath AC Seater 2+2,07:05,11:45,04h 40m,598,25 Seats available,"3.1
6",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - BLY0145,Rajdhani Non AC Seater 2+3,07:30,12:30,05h 00m,448,52 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - RKD0150,Ordinary Non AC Seater 2+3,08:05,13:35,05h 30m,415,52 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - RKD0133,Janrath AC Seater 2+2,08:15,13:45,05h 30m,598,28 Seats available,"3.4
6",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - PLB0055,Rajdhani Non AC Seater 2+3,08:30,14:29,05h 59m,454,51 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - BLY0108,Janrath AC Seater 2+2,09:02,13:45,04h 43m,598,27 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - KSB0071,Shatabdi AC Seater 2+2,09:32,15:00,05h 28m,598,36 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - PLB0075,Ordinary Non AC Seater 2+3,09:35,18:00,08h 25m,454,52 Seats available,3.3,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - RKD0110,Shatabdi AC Seater 2+2,10:01,15:01,05h 00m,598,30 Seats available,"3.9
15",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),23:59,06:05,06h 06m,1519,32 Seats available,"4.4
25",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:00,01:10,06h 10m,899,21 Seats available,"3.2
44",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:00,23:20,06h 20m,849,22 Seats available,"2.8
88",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
New Khaira Transport,A/C Seater / Sleeper (2+1),23:45,05:00,05h 15m,750,1 Seat available,"3.8
32",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
New Khaira TPT,AC Sleeper (2+1),23:15,05:00,05h 45m,1249,16 Seats available,"3.7
34",Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi
UPSRTC - RKD0134,Janrath AC Seater 2+3,00:31,05:31,05h 00m,520,48 Seats available,"2.3
16",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BLY0112,Janrath AC Seater 2+2,05:31,10:15,04h 44m,598,36 Seats available,"3.4
15",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - STD0161,Ordinary Non AC Seater 2+3,06:00,13:16,07h 16m,448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - RKD0129,Janrath AC Seater 2+2,06:01,11:01,05h 00m,598,36 Seats available,"1.6
13",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - NDD0236,Ordinary Non AC Seater 2+3,06:59,13:00,06h 01m,436,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - KSB0079,Shatabdi AC Seater 2+2,07:01,12:51,05h 50m,598,37 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - STD0304,Ordinary Non AC Seater 2+3,07:10,14:32,07h 22m,448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - STD0360,Ordinary Non AC Seater 2+3,07:42,14:36,06h 54m,448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - RKD0132,Shatabdi AC Seater 2+2,07:51,13:01,05h 10m,598,37 Seats available,"3.2
18",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - STD0361,Ordinary Non AC Seater 2+3,08:00,14:31,06h 31m,448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - STD0374,Ordinary Non AC Seater 2+3,08:30,15:03,06h 33m,448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BLY0140,Janrath AC Seater 2+2,08:47,14:30,05h 43m,598,36 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - STD0071,Janrath AC Seater 2+2,09:02,15:16,06h 14m,598,35 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - KSB0085,Volvo AC Seater 2+2,09:31,14:31,05h 00m,844,38 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - MDD0050,Ordinary Non AC Seater 2+3,10:25,15:45,05h 20m,448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,04:15,06h 00m,854,32 Seats available,"4.0
44",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),02:20,07:10,04h 50m,849,26 Seats available,"2.7
78",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
